129.28.121.194 - - [04/Dec/2019:07:05:55 +0000] "GET /cmv.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:57 +0000] "GET /cmdd.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:59 +0000] "GET /knal.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:59 +0000] "GET /cmd.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:05:59 +0000] "GET /shell.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:01 +0000] "GET /appserv.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:03 +0000] "GET /scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:03 +0000] "GET /phpmyadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:03 +0000] "GET /phpMyAdmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:04 +0000] "GET /scripts/db___.init.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:05 +0000] "GET /phpmyadmin/scripts/db___.init.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:06 +0000] "GET /phpMyAdmin/scripts/db___.init.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:06 +0000] "GET /pma/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:06 +0000] "GET /PMA/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:07 +0000] "GET /myadmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:10 +0000] "GET /MyAdmin/scripts/setup.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:11 +0000] "GET /pma/scripts/db___.init.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:11 +0000] "GET /PMA/scripts/db___.init.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:12 +0000] "GET /myadmin/scripts/db___.init.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:13 +0000] "GET /MyAdmin/scripts/db___.init.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:15 +0000] "GET /plugins/weathermap/editor.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:15 +0000] "GET /cacti/plugins/weathermap/editor.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
129.28.121.194 - - [04/Dec/2019:07:06:16 +0000] "GET /weathermap/editor.php HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"
